"start","connection","end","state","score"
"AGM-45 Shrike","originated_in","United States","active","185"
"AGM-45 Shrike","used_in","Cold War","active","165"
"AGM-45 Shrike","used_in","Falklands War","active","165"
"AGM-45 Shrike","used_in","Gulf War","active","165"
"AGM-45 Shrike","used_in","Iran–Iraq War","active","165"
"AGM-45 Shrike","used_in","Operation El Dorado Canyon","active","165"
"AGM-45 Shrike","used_in","Vietnam War","active","165"
"AGM-45 Shrike","used_in","Yom Kippur War","active","165"
"AGM-53 Condor","has_type","Air-to-surface guided missile","active","225"
"AGM-53 Condor","has_warhead","shaped charge","active","170"
"AGM-53 Condor","has_warhead","W73 nuclear warhead","active","170"
"AGM-53 Condor","launched_from","Aircraft","active","175"
"AGM-53 Condor","made_by","Rockwell","active","185"
"AGM-53 Condor","originated_in","United States","active","185"
"AGM-65 Maverick","guided_by","Electro-optical guidance","active","180"
"AGM-65 Maverick","guided_by","infrared guidance","active","180"
"AGM-65 Maverick","guided_by","Laser guidance","active","180"
"AGM-65 Maverick","has_type","Air-to-surface missile","active","225"
"AGM-65 Maverick","made_by","Raytheon","active","185"
"AGM-65 Maverick","made_by","Raytheon Missile Systems","active","185"
"AGM-65 Maverick","operated_by",">30 countries","active","180"
"AGM-65 Maverick","originated_in","United States","active","185"
"AGM-65 Maverick","used_in","Cold War","active","165"
"AGM-65 Maverick","used_in","First Libyan Civil War","active","165"
"AGM-65 Maverick","used_in","Iran–Iraq War","active","165"
"AGM-65 Maverick","used_in","Iraq War","active","165"
"AGM-65 Maverick","used_in","Kosovo War","active","165"
"AGM-65 Maverick","used_in","Persian Gulf War","active","165"
"AGM-65 Maverick","used_in","Vietnam War","active","165"
"AGM-65 Maverick","used_in","Yom Kippur War","active","165"
"AGM-69 SRAM","designed_by","Boeing","active","195"
"AGM-69 SRAM","guided_by","Inertial measurement unit","active","180"
"AGM-69 SRAM","has_type","air-to-surface missile","active","225"
"AGM-69 SRAM","has_warhead","W69","active","170"
"AGM-69 SRAM","made_by","Boeing","active","185"
"AGM-69 SRAM","operated_by","United States","active","180"
"AGM-69 SRAM","originated_in","United States","active","185"
"AGM-69 SRAM","used_in","Cold War","active","165"
"AGM-76 Falcon","guided_by","Passive radar homing","active","180"
"AGM-76 Falcon","has_type","Anti-radiation missile","active","225"
"AGM-76 Falcon","has_warhead","high explosive","active","170"
"AGM-76 Falcon","launched_from","F-4D, A-6B, F-105F","active","175"
"AGM-76 Falcon","made_by","Hughes Aerospace","active","185"
"AGM-76 Falcon","operated_by","United States Air Force","active","180"
"AGM-76 Falcon","originated_in","United States","active","185"
"AGM-78 Standard ARM","guided_by","Passive radar","active","180"
"AGM-78 Standard ARM","has_type","Air-to-surface","active","225"
"AGM-78 Standard ARM","has_type","anti-radiation missile","active","225"
"AGM-78 Standard ARM","launched_from","A-6B/E Intruder","active","175"
"AGM-78 Standard ARM","launched_from","F-105G Thunderchief","active","175"
"AGM-78 Standard ARM","launched_from","F-4G Phantom II","active","175"
"AGM-78 Standard ARM","originated_in","United States","active","185"
"AGM-78 Standard ARM","used_in","Vietnam War","active","165"
"AGM-80 Viper","guided_by","Inertial","active","180"
"AGM-80 Viper","has_type","Air-to-surface missile","active","225"
"AGM-80 Viper","has_warhead","Bomblet","active","170"
"AGM-80 Viper","made_by","Chrysler Corporation Missile Division","active","185"
"AGM-80 Viper","operated_by","United States Air Force","active","180"
"AGM-80 Viper","originated_in","United States","active","185"
"AGM-83 Bulldog","has_type","Air-to-ground missile","active","225"
"AGM-83 Bulldog","has_warhead","113 kg (250 lb) MK 19 blast-fragmentation","active","170"
"AGM-83 Bulldog","made_by","Texas Instruments","active","185"
"AGM-83 Bulldog","originated_in","United States","active","185"
"AGM-84E Standoff Land Attack Missile","designed_by","McDonnell Douglas","active","195"
"AGM-84E Standoff Land Attack Missile","guided_by","aircraft","active","180"
"AGM-84E Standoff Land Attack Missile","guided_by","Datalink","active","180"
"AGM-84E Standoff Land Attack Missile","guided_by","Global Positioning System","active","180"
"AGM-84E Standoff Land Attack Missile","guided_by","Inertial navigation system","active","180"
"AGM-84E Standoff Land Attack Missile","guided_by","Infrared homing","active","180"
"AGM-84E Standoff Land Attack Missile","has_type","Air-launched cruise missile","active","225"
"AGM-84E Standoff Land Attack Missile","launched_from","A-6E SWIP Intruder","active","175"
"AGM-84E Standoff Land Attack Missile","launched_from","P-3 Orion","active","175"
"AGM-84E Standoff Land Attack Missile","launched_from","S-3B Viking","active","175"
"AGM-84E Standoff Land Attack Missile","made_by","McDonnell Douglas","active","185"
"AGM-84E Standoff Land Attack Missile","operated_by","U.S. Navy","active","180"
"AGM-84E Standoff Land Attack Missile","originated_in","United States","active","185"
"AGM-84E Standoff Land Attack Missile","used_in","Bosnian War","active","165"
"AGM-84E Standoff Land Attack Missile","used_in","Gulf War","active","165"
"AGM-86 ALCM","guided_by","GPS","active","180"
"AGM-86 ALCM","guided_by","inertial navigation system","active","180"
"AGM-86 ALCM","guided_by","TERCOM","active","180"
"AGM-86 ALCM","has_type","Air-to-ground strategic cruise missile","active","225"
"AGM-86 ALCM","has_variant","AGM-86B (1982), AGM-86C (1991), AGM-86D (2001)","deprecated","35"
"AGM-86 ALCM","has_warhead","Conventional","active","170"
"AGM-86 ALCM","has_warhead","thermonuclear weapon","active","170"
"AGM-86 ALCM","has_warhead","W80","active","170"
"AGM-86 ALCM","launched_from","Boeing B-52H Stratofortress","active","175"
"AGM-86 ALCM","made_by","Boeing Integrated Defense Systems","active","185"
"AGM-86 ALCM","operated_by","United States Air Force","active","180"
"AGM-86 ALCM","originated_in","United States","active","185"
"AGM-88 HARM","designed_by","Alliant Techsystems (ATK)","active","195"
"AGM-88 HARM","designed_by","Texas Instruments","active","195"
"AGM-88 HARM","guided_by","active radar homing","active","180"
"AGM-88 HARM","guided_by","home-on-jam","active","180"
"AGM-88 HARM","guided_by","millimeter-wave","active","180"
"AGM-88 HARM","guided_by","Passive radar homing","active","180"
"AGM-88 HARM","has_type","Air-to-surface","active","225"
"AGM-88 HARM","has_type","anti-radiation missile","active","225"
"AGM-88 HARM","has_warhead","WAU-7/B blast-fragmentation warhead","active","170"
"AGM-88 HARM","launched_from","EA-18G","active","175"
"AGM-88 HARM","launched_from","EA-6B","active","175"
"AGM-88 HARM","launched_from","F-15E","active","175"
"AGM-88 HARM","launched_from","F-16","active","175"
"AGM-88 HARM","launched_from","F-35","active","175"
"AGM-88 HARM","launched_from","F-4G","active","175"
"AGM-88 HARM","launched_from","MiG-29","active","175"
"AGM-88 HARM","launched_from","Su-27","active","175"
"AGM-88 HARM","launched_from","Tornado IDS/ECR","active","175"
"AGM-88 HARM","made_by","Alliant Techsystems","active","185"
"AGM-88 HARM","made_by","Northrop Grumman","active","185"
"AGM-88 HARM","made_by","Orbital ATK","active","185"
"AGM-88 HARM","made_by","Raytheon Missiles & Defense","active","185"
"AGM-88 HARM","made_by","Texas Instruments","active","185"
"AGM-88 HARM","operated_by","See list of operators","deprecated","15"
"AGM-88 HARM","originated_in","United States","active","185"
"AGM-88 HARM","used_in","2011 military intervention in Libya","active","165"
"AGM-88 HARM","used_in","Action in the Gulf of Sidra (1986)","active","165"
"AGM-88 HARM","used_in","Bombing of Libya (1986)","active","165"
"AGM-88 HARM","used_in","Cold War","active","165"
"AGM-88 HARM","used_in","First Libyan Civil War","active","165"
"AGM-88 HARM","used_in","Gaza war","active","165"
"AGM-88 HARM","used_in","Gulf War","active","165"
"AGM-88 HARM","used_in","Iraq War","active","165"
"AGM-88 HARM","used_in","Kosovo War","active","165"
"AGM-88 HARM","used_in","Red Sea crisis","active","165"
"AGM-88 HARM","used_in","Russian invasion of Ukraine","active","165"
"AGM-88 HARM","used_in","Russo-Ukrainian War","active","165"
"AgustaWestland","has_key_person","Daniele Romiti (chief executive officer)","active","150"
"AgustaWestland","headquartered_in","Rome","active","185"
"AgustaWestland","in_industry","Aircraft","active","165"
"AgustaWestland","makes","Helicopters","active","160"
"AgustaWestland","owned_by","Finmeccanica","active","180"
"AgustaWestland","owns","PZL-Świdnik","active","180"
"AgustaWestland Apache","derived_from","Boeing AH-64D Apache Longbow","active","185"
"AgustaWestland Apache","has_type","Attack helicopter","active","225"
"AgustaWestland Apache","made_by","AgustaWestland","active","185"
"AgustaWestland Apache","made_by","Boeing","active","185"
"AgustaWestland Apache","made_by","Westland Helicopters","active","185"
"AgustaWestland Apache","operated_by","British Army","active","180"
"AgustaWestland Apache","originated_in","United States United Kingdom","active","185"
"AgustaWestland AW101","has_type","Anti-submarine warfare","active","225"
"AgustaWestland AW101","has_type","search and rescue","active","225"
"AgustaWestland AW101","has_type","transport","active","225"
"AgustaWestland AW101","has_type","utility helicopter","active","225"
"AgustaWestland AW101","has_variant","AgustaWestland CH-149 Cormorant","active","140"
"AgustaWestland AW101","has_variant","Lockheed Martin VH-71 Kestrel","active","140"
"AgustaWestland AW101","made_by","Agusta","active","185"
"AgustaWestland AW101","made_by","AgustaWestland","active","185"
"AgustaWestland AW101","made_by","Finmeccanica","active","185"
"AgustaWestland AW101","made_by","Leonardo S.p.A.","active","185"
"AgustaWestland AW101","made_by","Westland Helicopters","active","185"
"AgustaWestland AW101","operated_by","Italian Navy","active","180"
"AgustaWestland AW101","operated_by","Royal Air Force","active","180"
"AgustaWestland AW101","operated_by","Royal Danish Air Force","active","180"
"AgustaWestland AW101","operated_by","Royal Navy","active","180"
"AgustaWestland AW101","originated_in","Italy United Kingdom","active","185"
"Ahmedabad","is_a","City","active","240"
"Ahmedabad","located_in","Gujarat, India","active","190"
"Ahmedabad","part_of","India","active","210"
"AI Hardware","is_a","Market Segment","active","240"
"Aichi D3A","developed_into","Yokosuka D3Y","active","170"
"Aichi D3A","has_type","dive bomber","active","225"
"Aichi D3A","made_by","Aichi Kokuki KK","active","185"
"Aichi D3A","operated_by","Imperial Japanese Navy Air Service","active","180"
"Aichi, Japan","is_a","Region","active","240"
"Aichi, Japan","part_of","Japan","active","210"
"AIDC F-CK-1 Ching-kuo","developed_into","AIDC T-5","active","170"
"AIDC F-CK-1 Ching-kuo","has_type","Multirole fighter","active","225"
"AIDC F-CK-1 Ching-kuo","made_by","Aerospace Industrial Development Corporation","active","185"
"AIDC F-CK-1 Ching-kuo","operated_by","Republic of China Air Force","active","180"
"AIDC F-CK-1 Ching-kuo","originated_in","Republic of China","active","185"
"AIM-120 AMRAAM","guided_by","active radar homing","active","180"
"AIM-120 AMRAAM","guided_by","datalink","active","180"
"AIM-120 AMRAAM","guided_by","Inertial guidance","active","180"
"AIM-120 AMRAAM","guided_by","mid-course update","active","180"
"AIM-120 AMRAAM","has_type","air-to-air missile","active","225"
"AIM-120 AMRAAM","has_type","Beyond-visual-range","active","225"
"AIM-120 AMRAAM","has_variant","AIM-120A, AIM-120B, AIM-120C, AIM-120D, AMRAAM-ER","deprecated","35"
"AIM-120 AMRAAM","has_warhead","blast-fragmentation","active","170"
"AIM-120 AMRAAM","has_warhead","High explosive","active","170"
"AIM-120 AMRAAM","made_by","Hughes","active","185"
"AIM-120 AMRAAM","made_by","Raytheon","active","185"
"AIM-120 AMRAAM","operated_by","See Operators","deprecated","15"
"AIM-120 AMRAAM","originated_in","United States","active","185"
"AIM-120 AMRAAM","used_in","2019 Jammu and Kashmir airstrikes","active","165"
"AIM-120 AMRAAM","used_in","Bosnian War","active","165"
"AIM-120 AMRAAM","used_in","Gulf War","active","165"
"AIM-120 AMRAAM","used_in","Kosovo War","active","165"
"AIM-120 AMRAAM","used_in","Russian invasion of Ukraine","active","165"
"AIM-120 AMRAAM","used_in","Russo-Ukrainian War","active","165"
"AIM-120 AMRAAM","used_in","Saudi-led intervention in the Yemeni civil war","active","165"
"AIM-120 AMRAAM","used_in","Syrian Civil War","active","165"
"AIM-120 AMRAAM","used_in","Yemeni civil war (2014–present)","active","165"
"AIM-174B Gunslinger","guided_by","active","active","180"
"AIM-174B Gunslinger","guided_by","Inertial guidance","active","180"
"AIM-174B Gunslinger","guided_by","semi-active radar homing","active","180"
"AIM-174B Gunslinger","has_type","air-to-air missile","active","225"
"AIM-174B Gunslinger","has_type","long-range","active","225"
"AIM-174B Gunslinger","has_variant","YAIM-174, XAIM-174, NAIM-174, AIM-174B, CATM-174B","deprecated","35"
"AIM-174B Gunslinger","has_warhead","blast-fragmentation","active","170"
"AIM-174B Gunslinger","has_warhead","High-explosive","active","170"
"AIM-174B Gunslinger","launched_from","Boeing F/A-18E/F Super Hornet","active","175"
"AIM-174B Gunslinger","made_by","Raytheon","active","185"
"AIM-174B Gunslinger","operated_by","United States Navy","active","180"
"AIM-174B Gunslinger","originated_in","United States","active","185"
"AIM-260 JATM","designed_by","Lockheed Martin","active","195"
"AIM-260 JATM","guided_by","active radar homing","active","180"
"AIM-260 JATM","guided_by","data link","active","180"
"AIM-260 JATM","guided_by","Inertial guidance","active","180"
"AIM-260 JATM","has_type","air-to-air missile","active","225"
"AIM-260 JATM","has_type","Beyond-visual-range","active","225"
"AIM-260 JATM","has_warhead","blast-fragmentation","active","170"
"AIM-260 JATM","has_warhead","High explosive","active","170"
"AIM-260 JATM","launched_from","Boeing F-15EX Eagle II","active","175"
"AIM-260 JATM","launched_from","F-35","active","175"
"AIM-260 JATM","launched_from","Lockheed Martin F-22 Raptor","active","175"
"AIM-260 JATM","originated_in","United States","active","185"
